Zone,Crop,Year,Yield_kg_per_ha,Temperature_C,Rainfall_mm,Humidity_percent,CO2_ppm,Avg_pH,Avg_Nitrogen_ppm,Avg_Phosphorus_ppm,Avg_Organic_Matter_Percent,Month,Growing_Season
North-West,Millet,1991,1267.037224664131,25.54611111111111,3134.4,55.80833333333333,354.93,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1991,1267.037224664131,25.54611111111111,3134.4,55.80833333333333,355.82,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1991,1267.037224664131,25.54611111111111,3134.4,55.80833333333333,357.33,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1991,1267.037224664131,25.54611111111111,3134.4,55.80833333333333,358.77,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1991,1267.037224664131,25.54611111111111,3134.4,55.80833333333333,359.23,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1991,1267.037224664131,25.54611111111111,3134.4,55.80833333333333,358.23,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1991,1267.037224664131,25.54611111111111,3134.4,55.80833333333333,356.3,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1991,1267.037224664131,25.54611111111111,3134.4,55.80833333333333,353.97,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1991,1267.037224664131,25.54611111111111,3134.4,55.80833333333333,352.34,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1991,1267.037224664131,25.54611111111111,3134.4,55.80833333333333,352.43,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1991,1267.037224664131,25.54611111111111,3134.4,55.80833333333333,353.89,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1991,1267.037224664131,25.54611111111111,3134.4,55.80833333333333,355.21,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1992,1416.9887219738625,24.952777777777776,3191.0,53.74722222222223,356.34,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1992,1416.9887219738625,24.952777777777776,3191.0,53.74722222222223,357.21,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1992,1416.9887219738625,24.952777777777776,3191.0,53.74722222222223,357.97,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1992,1416.9887219738625,24.952777777777776,3191.0,53.74722222222223,359.22,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1992,1416.9887219738625,24.952777777777776,3191.0,53.74722222222223,359.71,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1992,1416.9887219738625,24.952777777777776,3191.0,53.74722222222223,359.44,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1992,1416.9887219738625,24.952777777777776,3191.0,53.74722222222223,357.15,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1992,1416.9887219738625,24.952777777777776,3191.0,53.74722222222223,354.99,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1992,1416.9887219738625,24.952777777777776,3191.0,53.74722222222223,353.01,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1992,1416.9887219738625,24.952777777777776,3191.0,53.74722222222223,353.4,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1992,1416.9887219738625,24.952777777777776,3191.0,53.74722222222223,354.42,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1992,1416.9887219738625,24.952777777777776,3191.0,53.74722222222223,355.68,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1993,1289.1608435332862,25.45777777777778,3147.4,53.455555555555556,357.1,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1993,1289.1608435332862,25.45777777777778,3147.4,53.455555555555556,357.42,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1993,1289.1608435332862,25.45777777777778,3147.4,53.455555555555556,358.59,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1993,1289.1608435332862,25.45777777777778,3147.4,53.455555555555556,359.39,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1993,1289.1608435332862,25.45777777777778,3147.4,53.455555555555556,360.3,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1993,1289.1608435332862,25.45777777777778,3147.4,53.455555555555556,359.64,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1993,1289.1608435332862,25.45777777777778,3147.4,53.455555555555556,357.45,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1993,1289.1608435332862,25.45777777777778,3147.4,53.455555555555556,355.76,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1993,1289.1608435332862,25.45777777777778,3147.4,53.455555555555556,354.14,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1993,1289.1608435332862,25.45777777777778,3147.4,53.455555555555556,354.22,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1993,1289.1608435332862,25.45777777777778,3147.4,53.455555555555556,355.53,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1993,1289.1608435332862,25.45777777777778,3147.4,53.455555555555556,357.03,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1994,1212.9587595584346,24.875555555555554,3991.0,56.98055555555556,358.36,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1994,1212.9587595584346,24.875555555555554,3991.0,56.98055555555556,359.04,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1994,1212.9587595584346,24.875555555555554,3991.0,56.98055555555556,360.11,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1994,1212.9587595584346,24.875555555555554,3991.0,56.98055555555556,361.36,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1994,1212.9587595584346,24.875555555555554,3991.0,56.98055555555556,361.78,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1994,1212.9587595584346,24.875555555555554,3991.0,56.98055555555556,360.94,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1994,1212.9587595584346,24.875555555555554,3991.0,56.98055555555556,359.51,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1994,1212.9587595584346,24.875555555555554,3991.0,56.98055555555556,357.59,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1994,1212.9587595584346,24.875555555555554,3991.0,56.98055555555556,355.86,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1994,1212.9587595584346,24.875555555555554,3991.0,56.98055555555556,356.21,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1994,1212.9587595584346,24.875555555555554,3991.0,56.98055555555556,357.65,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1994,1212.9587595584346,24.875555555555554,3991.0,56.98055555555556,359.1,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1995,1412.1748530100897,25.16722222222222,3320.7,56.96666666666667,360.04,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1995,1412.1748530100897,25.16722222222222,3320.7,56.96666666666667,361.0,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1995,1412.1748530100897,25.16722222222222,3320.7,56.96666666666667,361.98,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1995,1412.1748530100897,25.16722222222222,3320.7,56.96666666666667,363.44,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1995,1412.1748530100897,25.16722222222222,3320.7,56.96666666666667,363.83,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1995,1412.1748530100897,25.16722222222222,3320.7,56.96666666666667,363.33,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1995,1412.1748530100897,25.16722222222222,3320.7,56.96666666666667,361.78,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1995,1412.1748530100897,25.16722222222222,3320.7,56.96666666666667,359.33,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1995,1412.1748530100897,25.16722222222222,3320.7,56.96666666666667,358.32,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1995,1412.1748530100897,25.16722222222222,3320.7,56.96666666666667,358.14,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1995,1412.1748530100897,25.16722222222222,3320.7,56.96666666666667,359.61,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1995,1412.1748530100897,25.16722222222222,3320.7,56.96666666666667,360.82,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1996,1357.8074778567188,25.28027777777778,3462.0,55.150000000000006,362.2,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1996,1357.8074778567188,25.28027777777778,3462.0,55.150000000000006,363.36,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1996,1357.8074778567188,25.28027777777778,3462.0,55.150000000000006,364.28,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1996,1357.8074778567188,25.28027777777778,3462.0,55.150000000000006,364.69,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1996,1357.8074778567188,25.28027777777778,3462.0,55.150000000000006,365.25,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1996,1357.8074778567188,25.28027777777778,3462.0,55.150000000000006,365.06,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1996,1357.8074778567188,25.28027777777778,3462.0,55.150000000000006,363.69,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1996,1357.8074778567188,25.28027777777778,3462.0,55.150000000000006,361.55,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1996,1357.8074778567188,25.28027777777778,3462.0,55.150000000000006,359.69,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1996,1357.8074778567188,25.28027777777778,3462.0,55.150000000000006,359.72,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1996,1357.8074778567188,25.28027777777778,3462.0,55.150000000000006,361.04,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1996,1357.8074778567188,25.28027777777778,3462.0,55.150000000000006,362.39,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1997,1500.3968081878527,25.435,3164.7,54.44444444444444,363.24,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1997,1500.3968081878527,25.435,3164.7,54.44444444444444,364.21,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1997,1500.3968081878527,25.435,3164.7,54.44444444444444,364.65,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1997,1500.3968081878527,25.435,3164.7,54.44444444444444,366.48,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1997,1500.3968081878527,25.435,3164.7,54.44444444444444,366.77,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1997,1500.3968081878527,25.435,3164.7,54.44444444444444,365.73,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1997,1500.3968081878527,25.435,3164.7,54.44444444444444,364.46,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1997,1500.3968081878527,25.435,3164.7,54.44444444444444,362.4,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1997,1500.3968081878527,25.435,3164.7,54.44444444444444,360.44,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1997,1500.3968081878527,25.435,3164.7,54.44444444444444,360.97,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1997,1500.3968081878527,25.435,3164.7,54.44444444444444,362.65,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1997,1500.3968081878527,25.435,3164.7,54.44444444444444,364.51,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1998,1439.7490609941824,25.811944444444446,3574.2,53.74166666666667,365.39,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1998,1439.7490609941824,25.811944444444446,3574.2,53.74166666666667,366.1,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1998,1439.7490609941824,25.811944444444446,3574.2,53.74166666666667,367.36,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1998,1439.7490609941824,25.811944444444446,3574.2,53.74166666666667,368.79,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1998,1439.7490609941824,25.811944444444446,3574.2,53.74166666666667,369.56,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1998,1439.7490609941824,25.811944444444446,3574.2,53.74166666666667,369.13,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1998,1439.7490609941824,25.811944444444446,3574.2,53.74166666666667,367.98,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1998,1439.7490609941824,25.811944444444446,3574.2,53.74166666666667,364.16,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1998,1439.7490609941824,25.811944444444446,3574.2,53.74166666666667,364.54,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1998,1439.7490609941824,25.811944444444446,3574.2,53.74166666666667,365.67,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1998,1439.7490609941824,25.811944444444446,3574.2,53.74166666666667,367.3,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1999,1418.861527453617,26.441388888888888,1772.4,46.33611111111111,368.35,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1999,1418.861527453617,26.441388888888888,1772.4,46.33611111111111,369.28,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1999,1418.861527453617,26.441388888888888,1772.4,46.33611111111111,369.84,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1999,1418.861527453617,26.441388888888888,1772.4,46.33611111111111,371.15,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1999,1418.861527453617,26.441388888888888,1772.4,46.33611111111111,371.12,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1999,1418.861527453617,26.441388888888888,1772.4,46.33611111111111,370.46,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1999,1418.861527453617,26.441388888888888,1772.4,46.33611111111111,369.61,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1999,1418.861527453617,26.441388888888888,1772.4,46.33611111111111,367.06,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1999,1418.861527453617,26.441388888888888,1772.4,46.33611111111111,364.95,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1999,1418.861527453617,26.441388888888888,1772.4,46.33611111111111,365.52,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1999,1418.861527453617,26.441388888888888,1772.4,46.33611111111111,366.88,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,1999,1418.861527453617,26.441388888888888,1772.4,46.33611111111111,368.26,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2000,1348.7900090600342,25.905,3191.0,46.475,369.45,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2000,1348.7900090600342,25.905,3191.0,46.475,369.71,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2000,1348.7900090600342,25.905,3191.0,46.475,370.75,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2000,1348.7900090600342,25.905,3191.0,46.475,371.98,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2000,1348.7900090600342,25.905,3191.0,46.475,371.74,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2000,1348.7900090600342,25.905,3191.0,46.475,371.87,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2000,1348.7900090600342,25.905,3191.0,46.475,370.02,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2000,1348.7900090600342,25.905,3191.0,46.475,368.27,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2000,1348.7900090600342,25.905,3191.0,46.475,367.15,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2000,1348.7900090600342,25.905,3191.0,46.475,367.18,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2000,1348.7900090600342,25.905,3191.0,46.475,368.53,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2000,1348.7900090600342,25.905,3191.0,46.475,369.83,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2001,1819.2912428977152,25.308888888888887,2868.5,49.93055555555556,370.76,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2001,1819.2912428977152,25.308888888888887,2868.5,49.93055555555556,371.69,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2001,1819.2912428977152,25.308888888888887,2868.5,49.93055555555556,372.63,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2001,1819.2912428977152,25.308888888888887,2868.5,49.93055555555556,373.55,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2001,1819.2912428977152,25.308888888888887,2868.5,49.93055555555556,374.03,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2001,1819.2912428977152,25.308888888888887,2868.5,49.93055555555556,373.4,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2001,1819.2912428977152,25.308888888888887,2868.5,49.93055555555556,371.68,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2001,1819.2912428977152,25.308888888888887,2868.5,49.93055555555556,369.78,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2001,1819.2912428977152,25.308888888888887,2868.5,49.93055555555556,368.34,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2001,1819.2912428977152,25.308888888888887,2868.5,49.93055555555556,368.61,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2001,1819.2912428977152,25.308888888888887,2868.5,49.93055555555556,369.94,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2001,1819.2912428977152,25.308888888888887,2868.5,49.93055555555556,371.42,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2002,1813.551215714088,25.887222222222224,2845.2,50.09166666666667,372.7,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2002,1813.551215714088,25.887222222222224,2845.2,50.09166666666667,373.37,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2002,1813.551215714088,25.887222222222224,2845.2,50.09166666666667,374.3,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2002,1813.551215714088,25.887222222222224,2845.2,50.09166666666667,375.19,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2002,1813.551215714088,25.887222222222224,2845.2,50.09166666666667,375.93,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2002,1813.551215714088,25.887222222222224,2845.2,50.09166666666667,375.69,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2002,1813.551215714088,25.887222222222224,2845.2,50.09166666666667,374.16,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2002,1813.551215714088,25.887222222222224,2845.2,50.09166666666667,372.03,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2002,1813.551215714088,25.887222222222224,2845.2,50.09166666666667,370.92,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2002,1813.551215714088,25.887222222222224,2845.2,50.09166666666667,370.73,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2002,1813.551215714088,25.887222222222224,2845.2,50.09166666666667,372.43,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2002,1813.551215714088,25.887222222222224,2845.2,50.09166666666667,373.98,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2003,1787.9520133187086,26.070833333333333,2667.3,50.12777777777777,375.07,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2003,1787.9520133187086,26.070833333333333,2667.3,50.12777777777777,375.82,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2003,1787.9520133187086,26.070833333333333,2667.3,50.12777777777777,376.64,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2003,1787.9520133187086,26.070833333333333,2667.3,50.12777777777777,377.92,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2003,1787.9520133187086,26.070833333333333,2667.3,50.12777777777777,378.78,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2003,1787.9520133187086,26.070833333333333,2667.3,50.12777777777777,378.46,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2003,1787.9520133187086,26.070833333333333,2667.3,50.12777777777777,376.88,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2003,1787.9520133187086,26.070833333333333,2667.3,50.12777777777777,374.57,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2003,1787.9520133187086,26.070833333333333,2667.3,50.12777777777777,373.34,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2003,1787.9520133187086,26.070833333333333,2667.3,50.12777777777777,373.31,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2003,1787.9520133187086,26.070833333333333,2667.3,50.12777777777777,374.84,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2003,1787.9520133187086,26.070833333333333,2667.3,50.12777777777777,376.17,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2004,1824.3945182145135,26.821944444444444,1595.5,44.8,377.17,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2004,1824.3945182145135,26.821944444444444,1595.5,44.8,378.05,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2004,1824.3945182145135,26.821944444444444,1595.5,44.8,379.06,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2004,1824.3945182145135,26.821944444444444,1595.5,44.8,380.54,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2004,1824.3945182145135,26.821944444444444,1595.5,44.8,380.8,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2004,1824.3945182145135,26.821944444444444,1595.5,44.8,379.87,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2004,1824.3945182145135,26.821944444444444,1595.5,44.8,377.65,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2004,1824.3945182145135,26.821944444444444,1595.5,44.8,376.17,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2004,1824.3945182145135,26.821944444444444,1595.5,44.8,374.43,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2004,1824.3945182145135,26.821944444444444,1595.5,44.8,374.63,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2004,1824.3945182145135,26.821944444444444,1595.5,44.8,376.33,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2004,1824.3945182145135,26.821944444444444,1595.5,44.8,377.68,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2005,1946.5870012381242,27.163333333333334,2177.8,44.925,378.63,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2005,1946.5870012381242,27.163333333333334,2177.8,44.925,379.91,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2005,1946.5870012381242,27.163333333333334,2177.8,44.925,380.95,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2005,1946.5870012381242,27.163333333333334,2177.8,44.925,382.48,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
North-West,Millet,2005,1946.5870012381242,27.163333333333334,2177.8,44.925,382.64,6.566666666666666,79.7,1.2666666666666666,0.13,1,April-September
